2.62924e-307  	2.62924e-307  	0  	
0  	0  	0  	
-0.00148926  	-0.000133987  	-0.0014598  	
-0.00105846  	-0.000766665  	0.00244221  	
0  	0  	0  	
0  	0  	0  	
-0.00329082  	0.000297533  	-0.00284634  	
-0.00211943  	0.000753968  	0.00113996  	
0  	0  	0  	
0  	0  	0  	
0.000330052  	0.000361688  	-0.00130475  	
0.00308993  	-0.00359009  	-0.00120817  	
0  	0  	0  	
0  	0  	0  	
-0.000842363  	0.00112008  	0.00246044  	
0.00106584  	0.000404822  	-0.00429336  	
0  	0  	0  	
0  	0  	0  	
-0.00327292  	-0.000713532  	0.00243721  	
0.00102721  	0.000368215  	-0.000864056  	
0  	0  	0  	
0  	0  	0  	
0.000577762  	-0.000903599  	-0.00180021  	
0.00233662  	-0.00128413  	0.00249997  	
0  	0  	0  	
0  	0  	0  	
-0.000467355  	0.00115954  	0.000154153  	
-0.0021278  	-0.00073123  	-0.000361404  	
0  	0  	0  	
0  	0  	0  	
-0.000500245  	0.000773673  	-0.00337758  	
-0.00457944  	0.00157143  	0.00292123  	
0  	0  	0  	
0  	0  	0  	
0.00495408  	-0.000834454  	0.000261652  	
-0.00326348  	0.00403794  	-0.000908816  	
0  	0  	0  	
0  	0  	0  	
-0.000856579  	0.00378131  	0.00538112  	
0.00166035  	0.00162319  	-0.000402982  	
0  	0  	0  	
0  	0  	0  	
0.00276795  	-0.00209003  	0.000867942  	
-0.000874001  	-0.00278898  	0.000690902  	
0  	0  	0  	
0  	0  	0  	
0.00132814  	-0.000318009  	-0.000113652  	
0.00120286  	0.00122976  	-0.00327286  	
0  	0  	0  	
0  	0  	0  	
-0.00380065  	0.000913648  	-0.000243532  	
-0.0025772  	-0.000492018  	-0.00104883  	
0  	0  	0  	
0  	0  	0  	
-0.000295869  	-1.76483e-05  	0.00148896  	
0.00208653  	0.00192037  	0.000524585  	
0  	0  	0  	
0  	0  	0  	
-0.00134026  	0.00167468  	0.00100647  	
0.00291787  	-0.00359812  	-0.00281247  	
0  	0  	0  	
0  	0  	0  	
-0.00141219  	0.00321431  	0.00345945  	
-0.00225339  	0.00274199  	-0.000981535  	
0  	0  	0  	
0  	0  	0  	
0.00255099  	0.000649135  	-0.000194321  	
-0.000437188  	-0.00158834  	0.00270481  	
0  	0  	0  	
0  	0  	0  	
-0.00166098  	0.000602492  	-0.00334586  	
-0.00630562  	-0.00141413  	0.00143188  	
0  	0  	0  	
0  	0  	0  	
0.000955371  	0.000217984  	-0.00241556  	
0.00516416  	-0.00025959  	0.0028111  	
0  	0  	0  	
0  	0  	0  	
0.000456553  	-4.80743e-05  	0.00615924  	
-0.000133956  	-0.000528769  	-0.00207447  	
0  	0  	0  	
0  	0  	0  	
-5.92634e-05  	-0.000348977  	-0.000864337  	
-0.00271984  	0.0013751  	0.000131194  	
0  	0  	0  	
0  	0  	0  	
0.00149017  	-0.00114679  	-0.000525771  	
-0.00294298  	0.00307235  	-0.000772662  	
0  	0  	0  	
